id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag
id1912536,2,10/3/2016 7:30,10/3/2016 7:54,1,-73.95583344,40.77639008,-73.87277222,40.77432632,N
id3518268,1,10/3/2016 7:31,10/3/2016 7:40,1,-73.97544861,40.78780365,-73.95623779,40.77643967,N
id0517660,2,10/3/2016 7:35,10/3/2016 7:46,1,-73.98069763,40.76376343,-73.98715973,40.73925781,N
id0205295,1,10/3/2016 7:45,10/3/2016 8:01,1,-73.97109222,40.76383972,-73.94503784,40.78842545,N
id2793684,1,10/3/2016 8:00,10/3/2016 8:11,1,-73.98130798,40.7291069,-73.97547913,40.7495079,N
id2143290,2,10/3/2016 8:14,10/3/2016 8:23,5,-73.95789337,40.77626038,-73.9693222,40.76371002,N
id3484199,2,10/3/2016 8:38,10/3/2016 8:40,1,-73.96061707,40.77835846,-73.95507813,40.78602982,N
id1234336,2,10/3/2016 9:02,10/3/2016 9:06,1,-73.99349213,40.75220871,-74.00289917,40.75625992,N
id0983082,2,10/3/2016 9:06,10/3/2016 9:15,1,-73.95770264,40.77370834,-73.96569824,40.76539993,N
id2032816,2,10/3/2016 9:15,10/3/2016 9:23,6,-73.9852066,40.741539,-73.97541046,40.75621033,N
id3102875,2,10/3/2016 9:28,10/3/2016 9:33,1,-73.98705292,40.75564194,-73.97423553,40.75066757,N
id3445966,2,10/3/2016 9:44,10/3/2016 9:51,1,-73.99793243,40.74510574,-74.00810242,40.74786758,N
id1798165,2,10/3/2016 9:46,10/3/2016 10:02,2,-73.97211456,40.75615692,-73.99154663,40.74427032,N
id1282971,2,10/3/2016 10:04,10/3/2016 10:28,1,-73.9697876,40.78537369,-73.97991943,40.7491951,N
id0443797,2,10/3/2016 10:06,10/3/2016 10:20,1,-73.97515869,40.76536179,-73.95879364,40.78376007,N
id1010087,2,10/3/2016 10:17,10/3/2016 10:24,1,-73.98052216,40.7426033,-73.99277496,40.74274445,N
id0542813,1,10/3/2016 10:23,10/3/2016 10:27,1,-73.96800232,40.76268768,-73.96147919,40.76495361,N
id3909609,2,10/3/2016 10:28,10/3/2016 10:31,1,-73.94728088,40.79087067,-73.95265198,40.78356171,N
id1678263,2,10/3/2016 10:43,10/3/2016 10:52,5,-73.98223114,40.74890137,-73.972229,40.75419998,N
id2925541,1,10/3/2016 10:51,10/3/2016 11:01,1,-73.96048737,40.79754639,-73.97966003,40.77631378,N
id1211189,1,10/3/2016 11:09,10/3/2016 11:17,1,-73.98256683,40.76836777,-73.98516083,40.77894211,N
id0307565,1,10/3/2016 11:15,10/3/2016 11:34,1,-73.97019958,40.7592392,-73.99611664,40.74121857,N
id1297363,2,10/3/2016 11:18,10/3/2016 11:19,5,-73.98113251,40.75358963,-73.97833252,40.75271988,N
id1623771,2,10/3/2016 11:33,10/3/2016 11:51,1,-74.00092316,40.73185349,-73.9817276,40.74945068,N
id3631217,2,10/3/2016 11:41,10/3/2016 11:53,1,-73.98474121,40.72828293,-73.9967804,40.71522141,N
id3096636,2,10/3/2016 11:52,10/3/2016 12:05,1,-73.99674988,40.76274109,-73.9821701,40.74762344,N
id0557917,2,10/3/2016 11:57,10/3/2016 12:20,2,-73.996521,40.72491074,-73.98234558,40.75000763,N
id0971142,2,10/3/2016 12:02,10/3/2016 12:32,1,-73.96998596,40.75699234,-73.78990936,40.64329529,N
id2099588,1,10/3/2016 12:09,10/3/2016 12:29,1,-74.01557922,40.71153641,-73.97216797,40.75949478,N
id1011380,1,10/3/2016 12:21,10/3/2016 12:29,1,-73.99821472,40.73551559,-73.99295044,40.74275208,N
id2141712,2,10/3/2016 12:33,10/3/2016 12:36,1,-73.96170044,40.76831055,-73.9549408,40.77075958,N
id1247127,2,10/3/2016 12:43,10/3/2016 12:51,1,-73.96054077,40.81280136,-73.96054077,40.81280136,N
id2505682,1,10/3/2016 13:27,10/3/2016 13:41,1,-73.99202728,40.7493515,-74.00272369,40.72481537,N
id1097067,1,10/3/2016 13:33,10/3/2016 13:46,1,-73.98532867,40.76871872,-73.95330048,40.78699112,N
id0963845,2,10/3/2016 13:33,10/3/2016 13:47,1,-73.97332764,40.75842285,-73.98493958,40.74265671,N
id1416074,2,10/3/2016 13:34,10/3/2016 13:49,1,-73.97357941,40.78973007,-73.97483063,40.79029083,N
id1263746,1,10/3/2016 13:45,10/3/2016 13:50,1,-74.01592255,40.70510483,-74.01015472,40.72157288,N
id1833753,1,10/3/2016 13:55,10/3/2016 14:10,1,-74.01138306,40.70275879,-74.00913239,40.71087646,N
id2053266,1,10/3/2016 13:56,10/3/2016 14:44,1,-73.78108215,40.64504623,-73.95404053,40.76607895,N
id0590457,2,10/3/2016 13:57,10/3/2016 14:08,1,-73.94570923,40.7736702,-73.95536804,40.78248978,N
id0260686,1,10/3/2016 14:01,10/3/2016 14:06,1,-73.98693085,40.75943375,-73.99124146,40.75031662,N
id1476540,1,10/3/2016 14:15,10/3/2016 14:40,1,-73.98970795,40.72937012,-73.99201202,40.75371933,N
id2775364,1,10/3/2016 14:37,10/3/2016 15:06,1,-74.00706482,40.72806549,-73.97634125,40.751297,N
id1956991,1,10/3/2016 15:18,10/3/2016 15:25,1,-73.96544647,40.77169037,-73.96557617,40.75910187,N
id1892341,1,10/3/2016 15:46,10/3/2016 15:53,1,-73.991745,40.74940109,-74.00163269,40.7358017,N
id2393416,2,10/3/2016 15:51,10/3/2016 16:03,1,-73.96795654,40.80192184,-73.98770142,40.77561188,N
id2335090,2,10/3/2016 16:06,10/3/2016 16:15,1,-74.00359344,40.70779037,-73.98847961,40.72318649,N
id2304183,1,10/3/2016 16:11,10/3/2016 16:56,1,-73.95811462,40.76942444,-73.95536804,40.77344513,N
id3406795,1,10/3/2016 16:21,10/3/2016 16:31,2,-73.98137665,40.75998306,-73.97013855,40.75261307,N
id2870375,1,10/3/2016 16:32,10/3/2016 16:43,1,-73.9678421,40.75583267,-73.97917175,40.76698303,N
id2044390,1,10/3/2016 16:32,10/3/2016 17:05,1,-73.87454987,40.77412415,-73.97594452,40.75463104,N
id0485478,2,10/3/2016 16:42,10/3/2016 16:51,2,-73.98299408,40.76120758,-73.99617767,40.76572037,N
id1586937,1,10/3/2016 16:49,10/3/2016 16:53,1,-73.98670959,40.76140213,-73.97926331,40.76226425,N
id1348736,2,10/3/2016 17:09,10/3/2016 17:34,1,-73.98992157,40.73524094,-73.98371887,40.75595093,N
id2490769,2,10/3/2016 17:20,10/3/2016 17:35,1,-73.97249603,40.7530899,-73.96062469,40.77746201,N
id1255601,1,10/3/2016 17:27,10/3/2016 17:41,1,-74.00288391,40.76065826,-73.98984528,40.73883438,N
id1315224,1,10/3/2016 17:36,10/3/2016 17:44,3,-74.00470734,40.7306366,-74.01418304,40.71718979,N
id3646059,1,10/3/2016 18:29,10/3/2016 18:37,1,-73.97592926,40.74459839,-73.99154663,40.72727585,N
id3861745,1,10/3/2016 18:37,10/3/2016 18:42,1,-73.98124695,40.78116989,-73.96993256,40.79219437,N
id2393811,1,10/3/2016 18:52,10/3/2016 19:08,1,-73.97058105,40.79904556,-73.98981476,40.76724625,N
id3461268,2,10/3/2016 18:58,10/3/2016 19:16,1,-73.96394348,40.76795578,-73.98286438,40.77198792,N
id2841158,2,10/3/2016 19:03,10/3/2016 19:41,1,-73.87443542,40.773983,-74.00527191,40.74812698,N
id3070742,1,10/3/2016 19:04,10/3/2016 19:17,2,-73.98901367,40.74486923,-73.99327087,40.75443268,N
id2825952,1,10/3/2016 19:05,10/3/2016 19:19,1,-74.00876617,40.71900177,-73.99155426,40.70262527,N
id3685453,1,10/3/2016 19:25,10/3/2016 19:43,1,-73.98206329,40.7676506,-73.95217896,40.77285767,N
id3517584,1,10/3/2016 19:57,10/3/2016 20:07,1,-74.0100174,40.73431396,-73.98036194,40.78396225,N
id0626964,2,10/3/2016 20:00,10/3/2016 20:13,5,-73.98083496,40.7593956,-73.96589661,40.76851654,N
id2030922,2,10/3/2016 20:24,10/3/2016 20:31,3,-73.98213959,40.76236725,-73.98191071,40.75364304,N
id1494001,2,10/3/2016 20:34,10/3/2016 20:44,1,-73.97510529,40.7650795,-73.98531342,40.7471199,N
id3159601,2,10/3/2016 20:35,10/3/2016 21:10,1,-73.86282349,40.76847839,-73.99095917,40.76423645,N
id0845090,1,10/3/2016 20:41,10/3/2016 20:50,2,-73.9899292,40.73466873,-73.98479462,40.74349976,N
id0753608,1,10/3/2016 20:43,10/3/2016 21:04,1,-73.98860168,40.72273254,-73.96743774,40.77178574,N
id0437967,2,10/3/2016 20:57,10/3/2016 21:13,2,-73.96826935,40.75180054,-73.98605347,40.74411011,N
id2210510,1,10/3/2016 21:11,10/3/2016 21:33,1,-73.99383545,40.74919128,-73.94696808,40.77255249,N
id3276295,1,10/3/2016 21:12,10/3/2016 21:18,1,-73.99447632,40.74055862,-73.98266602,40.74812698,N
id3161034,1,10/3/2016 21:13,10/3/2016 21:37,1,-74.00709534,40.7400322,-73.98673248,40.70231247,N
id2799983,2,10/3/2016 21:22,10/3/2016 21:40,6,-73.97575378,40.76052856,-73.97865295,40.72964096,N
id3459090,1,10/3/2016 21:27,10/3/2016 21:48,1,-73.96647644,40.77323914,-73.98971558,40.75654221,N
id1650136,2,10/3/2016 21:43,10/3/2016 21:54,2,-73.99584961,40.75428772,-73.99513245,40.73326492,N
id0012891,2,10/3/2016 21:45,10/3/2016 22:05,1,-73.98104858,40.74433899,-73.97299957,40.78998947,N
id0059640,1,10/3/2016 22:00,10/3/2016 22:10,1,-74.01516724,40.71422958,-74.01158142,40.70398712,N
id2957824,2,10/3/2016 22:03,10/3/2016 22:21,3,-73.99294281,40.74101639,-73.94745636,40.79099274,N
id2759257,2,10/3/2016 22:13,10/3/2016 22:18,2,-73.9883728,40.72332001,-73.9943924,40.71963882,N
id0130700,1,10/3/2016 22:32,10/3/2016 22:42,1,-73.97797394,40.7597084,-73.97647095,40.78221512,N
id2170172,2,10/3/2016 22:40,10/3/2016 22:46,1,-73.98049927,40.74248123,-73.98239136,40.73117828,N
id0408653,1,10/3/2016 22:43,10/3/2016 23:07,1,-73.98360443,40.72679901,-73.91761017,40.70514679,N
id0575605,1,10/3/2016 23:00,10/3/2016 23:05,1,-73.95846558,40.80086136,-73.94606781,40.80692291,N
id3692183,1,10/3/2016 23:01,10/3/2016 23:16,2,-73.9934082,40.75706482,-73.96421051,40.75667572,N
id1180974,2,10/3/2016 23:35,10/3/2016 23:47,6,-74.00463104,40.73757935,-73.99178314,40.72232819,N
id3671940,1,10/3/2016 23:42,10/3/2016 23:52,4,-73.98266602,40.74258041,-73.99336243,40.75640869,N
id1263750,1,10/3/2016 23:48,10/3/2016 23:50,1,-74.00234985,40.73443222,-74.00701904,40.72727203,N
id1825850,2,10/4/2016 0:02,10/4/2016 0:13,1,-73.95650482,40.7713623,-73.98162079,40.73415375,N
id3466408,2,10/4/2016 0:04,10/4/2016 0:13,1,-73.98895264,40.74502945,-74.00208282,40.74514008,N
id2647766,2,10/4/2016 0:12,10/4/2016 0:33,2,-73.98337555,40.76272583,-74.00424957,40.7209549,N
id0136792,1,10/4/2016 0:21,10/4/2016 0:37,2,-73.97715759,40.76443863,-73.92794037,40.75568771,N
id1773170,2,10/4/2016 0:22,10/4/2016 0:29,5,-73.96595001,40.76200867,-73.9836731,40.7388916,N
id3873175,2,10/4/2016 0:35,10/4/2016 0:44,1,-73.98448944,40.6789856,-73.95821381,40.67026901,N
id2868251,2,10/4/2016 0:42,10/4/2016 0:48,6,-73.96752167,40.7562027,-73.98461151,40.73277664,N
id1483489,2,10/4/2016 0:50,10/4/2016 0:58,1,-73.97845459,40.75242615,-73.99828339,40.73390198,N
id3495813,1,10/4/2016 0:52,10/4/2016 1:06,1,-73.98728943,40.75029755,-73.98227692,40.73150253,N
id1045409,2,10/4/2016 0:55,10/4/2016 1:18,1,-73.98093414,40.76301193,-73.90781403,40.77579117,N
id3569218,1,10/4/2016 1:03,10/4/2016 1:14,2,-74.0002594,40.73031235,-73.98268127,40.73966217,N
id1004775,1,10/4/2016 1:03,10/4/2016 1:07,1,-73.9734726,40.76337433,-73.98564911,40.75617218,N
id1002278,1,10/4/2016 1:17,10/4/2016 1:35,1,-73.94403839,40.71157837,-73.83838654,40.70336914,N
id0097914,1,10/4/2016 1:19,10/4/2016 1:23,1,-73.95677948,40.72094727,-73.95597076,40.73002243,N
id2378805,1,10/4/2016 1:19,10/4/2016 1:26,1,-73.98651886,40.74759293,-73.98440552,40.73526382,N
id1613391,1,10/4/2016 1:20,10/4/2016 1:23,2,-73.97277832,40.75613022,-73.9853363,40.75535202,N
id2236217,1,10/4/2016 1:22,10/4/2016 1:48,1,-74.00201416,40.72956467,-73.94059753,40.71956635,N
id0040743,1,10/4/2016 1:25,10/4/2016 1:38,1,-73.96239471,40.76066971,-73.93480682,40.84473038,N
id3756730,1,10/4/2016 1:30,10/4/2016 1:37,1,-74.0043335,40.74220657,-74.00149536,40.73942947,N
id3061623,2,10/4/2016 1:36,10/4/2016 1:48,5,-73.99196625,40.72167969,-73.98753357,40.73868179,N
id2531587,2,10/4/2016 1:49,10/4/2016 1:58,1,-73.99504089,40.74377823,-73.9679718,40.76837921,N
id1510697,1,10/4/2016 2:10,10/4/2016 2:14,1,-73.99737549,40.71418762,-74.00476837,40.70849609,N
id1086273,2,10/4/2016 2:11,10/4/2016 2:20,5,-73.97972107,40.74311066,-73.99118042,40.74438858,N
id0791392,2,10/4/2016 2:18,10/4/2016 2:23,1,-73.98658752,40.74776459,-73.99544525,40.74906921,N
id1902489,1,10/4/2016 2:18,10/4/2016 2:29,1,-74.00678253,40.74419403,-73.97349548,40.7495842,N
id2482472,2,10/4/2016 2:19,10/4/2016 2:34,2,-73.98247528,40.73140717,-73.88898468,40.75136185,N
id2233707,1,10/4/2016 2:32,10/4/2016 2:42,2,-73.97147369,40.76303101,-73.98506165,40.75153351,N
id1579685,1,10/4/2016 2:49,10/4/2016 2:59,1,-73.95883179,40.76805878,-73.98771667,40.74937439,N
id1866581,2,10/4/2016 3:06,10/4/2016 3:09,5,-73.98008728,40.74279022,-73.98557281,40.73141861,N
id3567125,1,10/4/2016 3:13,10/4/2016 3:57,1,-73.98155975,40.7663269,-73.91159058,40.7638855,N
id1820311,1,10/4/2016 3:13,10/4/2016 3:20,2,-74.00238037,40.73374176,-74.00109863,40.74011612,N
id0172995,2,10/4/2016 3:13,10/4/2016 3:26,1,-74.00205994,40.73955536,-73.98891449,40.72306442,N
id2502741,2,10/4/2016 3:38,10/4/2016 3:44,2,-73.99983978,40.73329163,-73.98259735,40.74274826,N
id3474380,1,10/4/2016 3:45,10/4/2016 3:51,1,-73.99985504,40.74334717,-73.9847641,40.73865128,N
id3748817,2,10/4/2016 3:48,10/4/2016 3:54,1,-73.98465729,40.72821045,-73.9769516,40.74530029,N
id0638964,1,10/4/2016 3:49,10/4/2016 3:58,2,-73.98602295,40.7179718,-74.01557922,40.70885849,N
id0403714,1,10/4/2016 4:21,10/4/2016 4:57,1,-73.98916626,40.73160553,-73.91474915,40.76020432,N
id3202288,1,10/4/2016 5:14,10/4/2016 5:21,4,-73.98841095,40.73167801,-73.99476624,40.7188797,N
id2229747,2,10/4/2016 7:59,10/4/2016 8:09,1,-73.95719147,40.77426147,-73.96806335,40.79710007,N
id3931898,2,10/4/2016 8:06,10/4/2016 8:32,6,-73.78182983,40.64468765,-73.95626831,40.77980804,N
id0988701,1,10/4/2016 8:06,10/4/2016 8:11,4,-74.00389099,40.71310425,-74.01587677,40.70525742,N
id2502727,2,10/4/2016 9:24,10/4/2016 9:33,2,-73.98555756,40.7387619,-74.01190186,40.70772934,N
id0090788,2,10/4/2016 9:40,10/4/2016 9:44,1,-74.00167084,40.74569702,-73.99769592,40.73788452,N
id3739661,1,10/4/2016 9:45,10/4/2016 9:54,1,-73.98125458,40.72917175,-73.99582672,40.7427063,N
id0723345,1,10/4/2016 10:09,10/4/2016 10:13,1,-73.98670197,40.76672363,-73.97809601,40.77884293,N
id2032537,1,10/4/2016 10:15,10/4/2016 10:32,1,-73.95048523,40.77973557,-73.86495209,40.77038956,N
id0985961,2,10/4/2016 10:32,10/4/2016 11:01,1,-73.98016357,40.76324081,-73.86283875,40.76858902,N
id1650550,2,10/4/2016 10:47,10/4/2016 11:02,1,-73.98180389,40.7283783,-73.95326996,40.76755142,N
id3100072,2,10/4/2016 10:49,10/4/2016 10:57,1,-73.97853851,40.7367897,-73.97949219,40.74953842,N
id0454294,1,10/4/2016 10:54,10/4/2016 11:00,1,-73.97853088,40.74526978,-73.9909668,40.74222183,N
id1243474,1,10/4/2016 11:11,10/4/2016 11:30,1,-73.86316681,40.7699585,-73.95341492,40.75812531,N
id0622659,1,10/4/2016 11:15,10/4/2016 11:20,1,-73.98922729,40.77457428,-73.98110962,40.78359604,N
id0355270,1,10/4/2016 11:47,10/4/2016 11:53,1,-73.99472046,40.75559616,-73.99461365,40.74120331,N
id3119804,1,10/4/2016 11:52,10/4/2016 12:07,1,-73.97121429,40.75572968,-73.99806976,40.75680542,N
id1250502,2,10/4/2016 12:14,10/4/2016 12:42,5,-73.99304962,40.7317276,-73.96815491,40.79067612,N
id0006248,2,10/4/2016 12:16,10/4/2016 12:21,6,-74.00817871,40.73883057,-74.00080872,40.73733902,N
id3847650,1,10/4/2016 12:16,10/4/2016 12:32,1,-73.78999329,40.64700317,-73.71533203,40.73254776,N
id3295029,2,10/4/2016 12:23,10/4/2016 13:20,2,-73.78193665,40.64477158,-73.97960663,40.67750168,N
id2974772,2,10/4/2016 12:51,10/4/2016 12:59,1,-73.98045349,40.72160721,-73.99560547,40.72527695,N
id2526213,2,10/4/2016 12:57,10/4/2016 13:07,1,-73.9720993,40.74563599,-73.95937347,40.77349091,N
id0112221,2,10/4/2016 13:55,10/4/2016 14:01,1,-73.96250916,40.77044296,-73.96556091,40.76573181,N
id0323264,1,10/4/2016 14:17,10/4/2016 14:25,1,-73.97616577,40.74451065,-73.98999023,40.72504807,N
id2248491,2,10/4/2016 14:43,10/4/2016 14:49,5,-73.99051666,40.73057938,-74.0017395,40.73521042,N
id1051420,1,10/4/2016 14:53,10/4/2016 15:06,1,-73.97360229,40.78458786,-73.99212646,40.75932693,N
id3778978,1,10/4/2016 15:49,10/4/2016 15:56,1,-73.98567963,40.72705841,-73.99878693,40.7340889,N
id3548469,2,10/4/2016 16:00,10/4/2016 16:21,1,-73.95571136,40.77249908,-73.97527313,40.75232315,N
id0442192,1,10/4/2016 16:07,10/4/2016 16:10,1,-74.00632477,40.73339081,-74.00000763,40.74325562,N
id1852436,1,10/4/2016 16:11,10/4/2016 16:37,1,-73.99854279,40.71966934,-73.98970795,40.75689316,N
id3192217,2,10/4/2016 16:15,10/4/2016 16:22,6,-74.00849915,40.73445129,-74.01117706,40.71583939,N
id2544539,1,10/4/2016 16:43,10/4/2016 17:35,1,-73.78248596,40.64445496,-73.97806549,40.75217819,N
id3083429,1,10/4/2016 16:49,10/4/2016 17:37,1,-73.99220276,40.71512222,-73.84802246,40.86607742,N
id2652460,2,10/4/2016 16:59,10/4/2016 17:31,1,-73.98400116,40.75989914,-74.0088501,40.71141815,N
id1770604,2,10/4/2016 17:05,10/4/2016 17:25,1,-73.95529938,40.78559875,-73.98113251,40.77323914,N
id0381129,2,10/4/2016 17:07,10/4/2016 17:10,1,-74.0112915,40.71524811,-74.01785278,40.70933151,N
id2080630,1,10/4/2016 17:21,10/4/2016 17:27,1,-74.00136566,40.71981049,-74.00910187,40.70467377,N
id2295021,2,10/4/2016 17:39,10/4/2016 18:48,6,-73.90351105,40.63916016,-73.90310669,40.63920975,N
id2548360,2,10/4/2016 18:12,10/4/2016 18:35,1,-73.87492371,40.77399063,-73.97093964,40.75569916,N
id0716595,1,10/4/2016 18:17,10/4/2016 18:29,1,-73.95025635,40.78709793,-73.97897339,40.77240753,N
id1931484,1,10/4/2016 18:29,10/4/2016 18:55,1,-73.99060822,40.75625229,-73.98819733,40.72195816,N
id3322385,2,10/4/2016 18:32,10/4/2016 18:46,2,-73.98088837,40.76750565,-73.98189545,40.78579712,N
id3908366,1,10/4/2016 18:54,10/4/2016 19:14,2,-73.99099731,40.75605392,-73.99235535,40.7133522,N
id2255384,2,10/4/2016 19:02,10/4/2016 19:11,1,-73.97611237,40.74002838,-73.98329926,40.75056076,N
id2662609,1,10/4/2016 19:11,10/4/2016 19:25,1,-73.96546936,40.76584625,-73.96095276,40.79692841,N
id1319823,1,10/4/2016 19:47,10/4/2016 19:55,1,-73.97199249,40.75711823,-73.99029541,40.73719025,N
id2873511,2,10/4/2016 19:52,10/4/2016 20:05,1,-73.9920578,40.74929047,-73.98155975,40.73691177,N
id3174007,2,10/4/2016 20:04,10/4/2016 20:42,3,-73.78025818,40.64539337,-73.85626984,40.83626175,N
id0318549,1,10/4/2016 20:17,10/4/2016 20:20,1,-73.9637146,40.75753021,-73.96228027,40.76631927,N
id1202198,2,10/4/2016 20:17,10/4/2016 20:31,1,-73.9858017,40.7574501,-73.98984528,40.72626877,N
id1392926,2,10/4/2016 20:18,10/4/2016 20:29,1,-73.96382904,40.77394104,-73.97328949,40.74829102,N
id0297680,1,10/4/2016 20:30,10/4/2016 20:34,1,-73.99189758,40.75922775,-74.00409698,40.75268936,N
id2366306,2,10/4/2016 20:35,10/4/2016 20:47,6,-73.97109985,40.78786087,-73.96822357,40.75601959,N
id0780366,1,10/4/2016 20:35,10/4/2016 20:50,1,-73.98334503,40.72145462,-73.98709869,40.74898911,N
id0582943,1,10/4/2016 21:05,10/4/2016 21:10,1,-73.95582581,40.80389023,-73.96624756,40.79436111,N
id2592532,1,10/4/2016 21:17,10/4/2016 21:22,1,-73.91994476,40.76602936,-73.91705322,40.75595856,N
id1406382,1,10/4/2016 21:30,10/4/2016 21:34,1,-73.95747375,40.77427292,-73.96034241,40.76307678,N
id2826811,2,10/4/2016 21:52,10/4/2016 22:02,1,-73.98215485,40.73186111,-73.95155334,40.77097702,N
id0544658,1,10/4/2016 22:13,10/4/2016 22:22,1,-73.99266815,40.75158691,-73.97973633,40.76480103,N
id0206112,2,10/4/2016 22:23,10/4/2016 22:40,1,-73.98278046,40.7611084,-73.94995117,40.82191086,N
id3963333,2,10/4/2016 23:12,10/4/2016 23:33,1,-73.87059021,40.77355957,-73.9519577,40.82386017,N
id0332833,2,10/5/2016 0:17,10/5/2016 0:34,2,-73.97704315,40.75810242,-73.91143036,40.76428604,N
id2625161,2,10/5/2016 1:06,10/5/2016 1:17,6,-74.00681305,40.73561859,-73.98673248,40.76130676,N
id3831886,2,10/5/2016 1:18,10/5/2016 1:25,1,-73.9817276,40.7580452,-74.00164032,40.74573517,N
id0044667,1,10/5/2016 2:31,10/5/2016 3:08,1,-73.98404694,40.7432785,-73.86531067,40.68339157,N
id2256017,2,10/5/2016 6:29,10/5/2016 6:40,1,-73.98136139,40.78128433,-73.94291687,40.8404274,N
id0032573,2,10/5/2016 6:31,10/5/2016 6:41,5,-73.997612,40.7335701,-73.97572327,40.75481415,N
id0669247,2,10/5/2016 7:05,10/5/2016 7:18,5,-73.97267914,40.78601074,-73.94374084,40.84048843,N
id2940239,1,10/5/2016 7:49,10/5/2016 7:55,1,-73.96419525,40.7762146,-73.95371246,40.78795624,N
id1517924,2,10/5/2016 8:01,10/5/2016 8:10,2,-74.0069046,40.73153305,-73.99333954,40.74727631,N
id2048893,1,10/5/2016 8:23,10/5/2016 8:31,2,-73.98479462,40.73642731,-73.97925568,40.75014877,N
id3173656,1,10/5/2016 8:25,10/5/2016 8:31,1,-73.98085785,40.76758575,-73.97164917,40.76376343,N
id2824538,1,10/5/2016 8:54,10/5/2016 9:05,1,-74.01291656,40.70643234,-74.0138855,40.71543121,N
id1855617,1,10/5/2016 9:11,10/5/2016 10:08,1,-73.78910065,40.64647675,-73.93370819,40.70419693,N
id2923461,1,10/5/2016 9:58,10/5/2016 10:21,1,-73.95820618,40.77632141,-73.97628784,40.75991058,N
id3058263,2,10/5/2016 10:01,10/5/2016 10:43,1,-73.96005249,40.77652359,-74.01719666,40.67793655,N
id3952753,1,10/5/2016 10:07,10/5/2016 10:15,1,-73.99798584,40.72101212,-74.01039124,40.71870422,N
id1253422,1,10/5/2016 10:14,10/5/2016 10:21,1,-73.96122742,40.76044083,-73.96228027,40.77310181,N
id1125847,1,10/5/2016 10:27,10/5/2016 11:02,1,-73.98012543,40.78331375,-73.91236115,40.77725601,N
id2300865,1,10/5/2016 10:31,10/5/2016 10:35,1,-73.96588135,40.76284027,-73.96099091,40.77087402,N
id1468406,1,10/5/2016 10:41,10/5/2016 10:54,1,-74.0068512,40.73023605,-73.98410797,40.72924042,N
id2064884,2,10/5/2016 11:17,10/5/2016 11:35,2,-73.98826599,40.73933411,-73.98431396,40.75160599,N
id0838755,2,10/5/2016 11:25,10/5/2016 11:42,2,-73.9731369,40.75114059,-73.98710632,40.70378876,N
id3241508,1,10/5/2016 12:05,10/5/2016 12:46,1,-73.86347961,40.76960754,-73.99495697,40.75143051,N
id0543569,1,10/5/2016 12:50,10/5/2016 13:03,1,-73.98387146,40.74669266,-73.9927063,40.75892639,N
id1051452,2,10/5/2016 12:56,10/5/2016 13:02,1,-73.96369171,40.76567841,-73.96263885,40.7715416,N
id3486203,2,10/5/2016 12:58,10/5/2016 13:06,5,-73.97464752,40.75615692,-73.97325897,40.76519775,N
id3892605,1,10/5/2016 13:20,10/5/2016 13:35,1,-73.97946167,40.74617004,-73.9670639,40.76122284,N
id3018651,1,10/5/2016 13:28,10/5/2016 13:39,4,-73.97354126,40.76369858,-73.98233032,40.76233292,N
id0210376,1,10/5/2016 14:08,10/5/2016 14:08,1,-73.7964325,40.64523697,-73.7977066,40.645401,N
id0507889,1,10/5/2016 14:37,10/5/2016 14:49,1,-73.97848511,40.76187515,-73.99034119,40.75134659,N
id1075190,2,10/5/2016 14:37,10/5/2016 15:18,1,-73.87300873,40.77416611,-73.9537735,40.74155807,N
id2262093,1,10/5/2016 14:41,10/5/2016 14:44,2,-73.95968628,40.77789688,-73.96228027,40.77284622,N
id2739973,1,10/5/2016 15:04,10/5/2016 15:23,1,-74.00371552,40.70765686,-73.97732544,40.74933624,N
id0965024,2,10/5/2016 15:13,10/5/2016 15:29,3,-73.9749527,40.75232315,-73.99240112,40.74964142,N
id3287084,1,10/5/2016 15:19,10/5/2016 16:12,2,-73.98580933,40.72275543,-73.78767395,40.64751053,N
id1923951,2,10/5/2016 15:20,10/5/2016 15:42,1,-73.96060944,40.77282333,-73.98056793,40.74821091,N
id1165553,1,10/5/2016 15:22,10/5/2016 15:37,1,-73.98223877,40.77811813,-73.97206879,40.79685211,N
id3411552,1,10/5/2016 15:24,10/5/2016 15:47,1,-73.99025726,40.76168823,-74.01119232,40.72904205,N
id0758935,1,10/5/2016 15:26,10/5/2016 15:35,1,-73.99723053,40.73684692,-73.98075867,40.74205399,N
id1064227,2,10/5/2016 15:27,10/5/2016 15:32,1,-73.96099854,40.76879883,-73.95438385,40.77831268,N
id3876626,1,10/5/2016 15:53,10/5/2016 15:58,1,-73.99562836,40.72662354,-74.00144958,40.72005081,N
id1579870,2,10/5/2016 15:57,10/5/2016 16:13,1,-73.95446777,40.78377151,-73.97370911,40.79230118,N
id1172285,2,10/5/2016 16:02,10/5/2016 16:16,1,-73.99143219,40.75457001,-73.97676086,40.76490021,N
id3720663,1,10/5/2016 16:14,10/5/2016 16:40,1,-73.97776794,40.77407837,-73.94714355,40.77599335,N
id3747892,2,10/5/2016 16:15,10/5/2016 16:32,1,-73.99272919,40.72431946,-74.01010895,40.71504974,N
id3725213,2,10/5/2016 16:21,10/5/2016 16:36,1,-73.95413208,40.74155045,-73.97605133,40.74966812,N
